question_id,dataset_index,dataset_sample_id,sample_id,seed,status,correct,stop_reason,token_count,answer_length,pred_answer,gold_answer,extractor_confident,runtime_sec,hidden_path,logits_path,error
q_0002,1,gsm8k_000001,sample_05,5010,ok,True,eos_token,188,107,3,3,True,16.356,artifacts/qwen35_2b_within_question/q_0002/sample_05/hidden.npy,artifacts/qwen35_2b_within_question/q_0002/sample_05/logits_summary.npz,
q_0002,1,gsm8k_000001,sample_06,5011,ok,True,eos_token,182,107,3,3,True,15.595,artifacts/qwen35_2b_within_question/q_0002/sample_06/hidden.npy,artifacts/qwen35_2b_within_question/q_0002/sample_06/logits_summary.npz,
q_0002,1,gsm8k_000001,sample_07,5012,ok,True,eos_token,184,110,3,3,True,15.511,artifacts/qwen35_2b_within_question/q_0002/sample_07/hidden.npy,artifacts/qwen35_2b_within_question/q_0002/sample_07/logits_summary.npz,
q_0002,1,gsm8k_000001,sample_08,5013,ok,True,eos_token,219,131,3,3,True,18.408,artifacts/qwen35_2b_within_question/q_0002/sample_08/hidden.npy,artifacts/qwen35_2b_within_question/q_0002/sample_08/logits_summary.npz,
q_0002,1,gsm8k_000001,sample_09,5014,ok,True,eos_token,189,117,3,3,True,15.883,artifacts/qwen35_2b_within_question/q_0002/sample_09/hidden.npy,artifacts/qwen35_2b_within_question/q_0002/sample_09/logits_summary.npz,
q_0003,2,gsm8k_000002,sample_00,1010,ok,False,max_new_tokens,384,170,130000,70000,True,32.168,artifacts/qwen35_2b_within_question/q_0003/sample_00/hidden.npy,artifacts/qwen35_2b_within_question/q_0003/sample_00/logits_summary.npz,
q_0003,2,gsm8k_000002,sample_01,1011,ok,True,eos_token,369,162,70000,70000,True,30.966,artifacts/qwen35_2b_within_question/q_0003/sample_01/hidden.npy,artifacts/qwen35_2b_within_question/q_0003/sample_01/logits_summary.npz,
q_0003,2,gsm8k_000002,sample_02,1012,ok,False,max_new_tokens,384,179,120000,70000,True,32.269,artifacts/qwen35_2b_within_question/q_0003/sample_02/hidden.npy,artifacts/qwen35_2b_within_question/q_0003/sample_02/logits_summary.npz,
q_0003,2,gsm8k_000002,sample_03,1013,ok,True,eos_token,317,133,70000,70000,True,26.511,artifacts/qwen35_2b_within_question/q_0003/sample_03/hidden.npy,artifacts/qwen35_2b_within_question/q_0003/sample_03/logits_summary.npz,
q_0003,2,gsm8k_000002,sample_04,1014,ok,False,max_new_tokens,384,175,3,70000,True,32.333,artifacts/qwen35_2b_within_question/q_0003/sample_04/hidden.npy,artifacts/qwen35_2b_within_question/q_0003/sample_04/logits_summary.npz,
q_0003,2,gsm8k_000002,sample_05,5015,ok,True,eos_token,342,143,70000,70000,True,28.488,artifacts/qwen35_2b_within_question/q_0003/sample_05/hidden.npy,artifacts/qwen35_2b_within_question/q_0003/sample_05/logits_summary.npz,
q_0003,2,gsm8k_000002,sample_06,5016,ok,False,max_new_tokens,384,172,70,70000,True,32.402,artifacts/qwen35_2b_within_question/q_0003/sample_06/hidden.npy,artifacts/qwen35_2b_within_question/q_0003/sample_06/logits_summary.npz,
q_0003,2,gsm8k_000002,sample_07,5017,ok,False,max_new_tokens,384,199,80,70000,True,32.251,artifacts/qwen35_2b_within_question/q_0003/sample_07/hidden.npy,artifacts/qwen35_2b_within_question/q_0003/sample_07/logits_summary.npz,
q_0003,2,gsm8k_000002,sample_08,5018,ok,True,max_new_tokens,384,168,70000,70000,True,32.062,artifacts/qwen35_2b_within_question/q_0003/sample_08/hidden.npy,artifacts/qwen35_2b_within_question/q_0003/sample_08/logits_summary.npz,
q_0003,2,gsm8k_000002,sample_09,5019,ok,False,max_new_tokens,384,179,150,70000,True,32.327,artifacts/qwen35_2b_within_question/q_0003/sample_09/hidden.npy,artifacts/qwen35_2b_within_question/q_0003/sample_09/logits_summary.npz,
q_0004,3,gsm8k_000003,sample_00,1015,ok,False,eos_token,170,89,180,540,True,14.301,artifacts/qwen35_2b_within_question/q_0004/sample_00/hidden.npy,artifacts/qwen35_2b_within_question/q_0004/sample_00/logits_summary.npz,
q_0004,3,gsm8k_000003,sample_01,1016,ok,False,eos_token,139,72,180,540,True,11.731,artifacts/qwen35_2b_within_question/q_0004/sample_01/hidden.npy,artifacts/qwen35_2b_within_question/q_0004/sample_01/logits_summary.npz,
q_0004,3,gsm8k_000003,sample_02,1017,ok,False,eos_token,168,94,180,540,True,14.131,artifacts/qwen35_2b_within_question/q_0004/sample_02/hidden.npy,artifacts/qwen35_2b_within_question/q_0004/sample_02/logits_summary.npz,
q_0004,3,gsm8k_000003,sample_03,1018,ok,True,eos_token,176,93,540,540,True,14.728,artifacts/qwen35_2b_within_question/q_0004/sample_03/hidden.npy,artifacts/qwen35_2b_within_question/q_0004/sample_03/logits_summary.npz,
q_0004,3,gsm8k_000003,sample_04,1019,ok,False,eos_token,96,51,180,540,True,8.026,artifacts/qwen35_2b_within_question/q_0004/sample_04/hidden.npy,artifacts/qwen35_2b_within_question/q_0004/sample_04/logits_summary.npz,
q_0005,4,gsm8k_000004,sample_00,1020,ok,True,eos_token,348,199,20,20,True,29.204,artifacts/qwen35_2b_within_question/q_0005/sample_00/hidden.npy,artifacts/qwen35_2b_within_question/q_0005/sample_00/logits_summary.npz,
q_0005,4,gsm8k_000004,sample_01,1021,ok,True,max_new_tokens,384,219,20,20,True,32.325,artifacts/qwen35_2b_within_question/q_0005/sample_01/hidden.npy,artifacts/qwen35_2b_within_question/q_0005/sample_01/logits_summary.npz,
q_0005,4,gsm8k_000004,sample_02,1022,ok,True,eos_token,361,225,20,20,True,30.617,artifacts/qwen35_2b_within_question/q_0005/sample_02/hidden.npy,artifacts/qwen35_2b_within_question/q_0005/sample_02/logits_summary.npz,
q_0005,4,gsm8k_000004,sample_03,1023,ok,False,max_new_tokens,384,226,3,20,True,32.496,artifacts/qwen35_2b_within_question/q_0005/sample_03/hidden.npy,artifacts/qwen35_2b_within_question/q_0005/sample_03/logits_summary.npz,
q_0005,4,gsm8k_000004,sample_04,1024,ok,False,max_new_tokens,384,258,120,20,True,31.991,artifacts/qwen35_2b_within_question/q_0005/sample_04/hidden.npy,artifacts/qwen35_2b_within_question/q_0005/sample_04/logits_summary.npz,
q_0005,4,gsm8k_000004,sample_05,5025,ok,False,max_new_tokens,384,226,800,20,True,32.504,artifacts/qwen35_2b_within_question/q_0005/sample_05/hidden.npy,artifacts/qwen35_2b_within_question/q_0005/sample_05/logits_summary.npz,
q_0005,4,gsm8k_000004,sample_06,5026,ok,False,max_new_tokens,384,235,1,20,True,32.449,artifacts/qwen35_2b_within_question/q_0005/sample_06/hidden.npy,artifacts/qwen35_2b_within_question/q_0005/sample_06/logits_summary.npz,
q_0005,4,gsm8k_000004,sample_07,5027,ok,True,eos_token,290,166,20,20,True,24.471,artifacts/qwen35_2b_within_question/q_0005/sample_07/hidden.npy,artifacts/qwen35_2b_within_question/q_0005/sample_07/logits_summary.npz,
q_0005,4,gsm8k_000004,sample_08,5028,ok,False,max_new_tokens,384,251,40,20,True,32.444,artifacts/qwen35_2b_within_question/q_0005/sample_08/hidden.npy,artifacts/qwen35_2b_within_question/q_0005/sample_08/logits_summary.npz,
q_0005,4,gsm8k_000004,sample_09,5029,ok,False,max_new_tokens,384,234,1,20,True,32.371,artifacts/qwen35_2b_within_question/q_0005/sample_09/hidden.npy,artifacts/qwen35_2b_within_question/q_0005/sample_09/logits_summary.npz,
q_0006,5,gsm8k_000005,sample_00,1025,ok,False,max_new_tokens,384,215,29,64,True,32.021,artifacts/qwen35_2b_within_question/q_0006/sample_00/hidden.npy,artifacts/qwen35_2b_within_question/q_0006/sample_00/logits_summary.npz,
q_0006,5,gsm8k_000005,sample_01,1026,ok,False,max_new_tokens,384,154,0.083980,64,True,32.156,artifacts/qwen35_2b_within_question/q_0006/sample_01/hidden.npy,artifacts/qwen35_2b_within_question/q_0006/sample_01/logits_summary.npz,
q_0006,5,gsm8k_000005,sample_02,1027,ok,True,max_new_tokens,384,229,64,64,True,32.129,artifacts/qwen35_2b_within_question/q_0006/sample_02/hidden.npy,artifacts/qwen35_2b_within_question/q_0006/sample_02/logits_summary.npz,
q_0006,5,gsm8k_000005,sample_03,1028,ok,False,max_new_tokens,384,210,17,64,True,32.062,artifacts/qwen35_2b_within_question/q_0006/sample_03/hidden.npy,artifacts/qwen35_2b_within_question/q_0006/sample_03/logits_summary.npz,
q_0006,5,gsm8k_000005,sample_04,1029,ok,False,max_new_tokens,384,241,1,64,True,32.174,artifacts/qwen35_2b_within_question/q_0006/sample_04/hidden.npy,artifacts/qwen35_2b_within_question/q_0006/sample_04/logits_summary.npz,
q_0006,5,gsm8k_000005,sample_05,5030,ok,False,max_new_tokens,384,190,3.0,64,True,32.561,artifacts/qwen35_2b_within_question/q_0006/sample_05/hidden.npy,artifacts/qwen35_2b_within_question/q_0006/sample_05/logits_summary.npz,
q_0006,5,gsm8k_000005,sample_06,5031,ok,False,max_new_tokens,384,219,2,64,True,32.238,artifacts/qwen35_2b_within_question/q_0006/sample_06/hidden.npy,artifacts/qwen35_2b_within_question/q_0006/sample_06/logits_summary.npz,
q_0006,5,gsm8k_000005,sample_07,5032,ok,False,max_new_tokens,384,214,0.6,64,True,32.087,artifacts/qwen35_2b_within_question/q_0006/sample_07/hidden.npy,artifacts/qwen35_2b_within_question/q_0006/sample_07/logits_summary.npz,
q_0006,5,gsm8k_000005,sample_08,5033,ok,False,eos_token,360,204,50,64,True,30.24,artifacts/qwen35_2b_within_question/q_0006/sample_08/hidden.npy,artifacts/qwen35_2b_within_question/q_0006/sample_08/logits_summary.npz,
q_0006,5,gsm8k_000005,sample_09,5034,ok,False,eos_token,357,197,50,64,True,29.76,artifacts/qwen35_2b_within_question/q_0006/sample_09/hidden.npy,artifacts/qwen35_2b_within_question/q_0006/sample_09/logits_summary.npz,
q_0007,6,gsm8k_000006,sample_00,1030,ok,True,eos_token,232,122,260,260,True,19.602,artifacts/qwen35_2b_within_question/q_0007/sample_00/hidden.npy,artifacts/qwen35_2b_within_question/q_0007/sample_00/logits_summary.npz,
q_0007,6,gsm8k_000006,sample_01,1031,ok,True,eos_token,200,105,260,260,True,16.813,artifacts/qwen35_2b_within_question/q_0007/sample_01/hidden.npy,artifacts/qwen35_2b_within_question/q_0007/sample_01/logits_summary.npz,
q_0007,6,gsm8k_000006,sample_02,1032,ok,True,eos_token,186,93,260,260,True,15.814,artifacts/qwen35_2b_within_question/q_0007/sample_02/hidden.npy,artifacts/qwen35_2b_within_question/q_0007/sample_02/logits_summary.npz,
q_0007,6,gsm8k_000006,sample_03,1033,ok,True,eos_token,219,110,260,260,True,18.559,artifacts/qwen35_2b_within_question/q_0007/sample_03/hidden.npy,artifacts/qwen35_2b_within_question/q_0007/sample_03/logits_summary.npz,
q_0007,6,gsm8k_000006,sample_04,1034,ok,True,eos_token,292,158,260,260,True,24.343,artifacts/qwen35_2b_within_question/q_0007/sample_04/hidden.npy,artifacts/qwen35_2b_within_question/q_0007/sample_04/logits_summary.npz,
q_0007,6,gsm8k_000006,sample_05,5035,ok,True,eos_token,211,106,260,260,True,17.952,artifacts/qwen35_2b_within_question/q_0007/sample_05/hidden.npy,artifacts/qwen35_2b_within_question/q_0007/sample_05/logits_summary.npz,
q_0007,6,gsm8k_000006,sample_06,5036,ok,True,eos_token,213,102,260,260,True,17.73,artifacts/qwen35_2b_within_question/q_0007/sample_06/hidden.npy,artifacts/qwen35_2b_within_question/q_0007/sample_06/logits_summary.npz,
q_0007,6,gsm8k_000006,sample_07,5037,ok,True,eos_token,207,98,260,260,True,17.229,artifacts/qwen35_2b_within_question/q_0007/sample_07/hidden.npy,artifacts/qwen35_2b_within_question/q_0007/sample_07/logits_summary.npz,
q_0007,6,gsm8k_000006,sample_08,5038,ok,True,eos_token,285,139,260,260,True,23.678,artifacts/qwen35_2b_within_question/q_0007/sample_08/hidden.npy,artifacts/qwen35_2b_within_question/q_0007/sample_08/logits_summary.npz,
q_0007,6,gsm8k_000006,sample_09,5039,ok,True,eos_token,291,133,260,260,True,24.199,artifacts/qwen35_2b_within_question/q_0007/sample_09/hidden.npy,artifacts/qwen35_2b_within_question/q_0007/sample_09/logits_summary.npz,
q_0008,7,gsm8k_000007,sample_00,1035,ok,False,max_new_tokens,384,197,2,160,True,32.124,artifacts/qwen35_2b_within_question/q_0008/sample_00/hidden.npy,artifacts/qwen35_2b_within_question/q_0008/sample_00/logits_summary.npz,
q_0008,7,gsm8k_000007,sample_01,1036,ok,False,max_new_tokens,384,205,60,160,True,32.023,artifacts/qwen35_2b_within_question/q_0008/sample_01/hidden.npy,artifacts/qwen35_2b_within_question/q_0008/sample_01/logits_summary.npz,
q_0008,7,gsm8k_000007,sample_02,1037,ok,False,max_new_tokens,384,197,2,160,True,32.103,artifacts/qwen35_2b_within_question/q_0008/sample_02/hidden.npy,artifacts/qwen35_2b_within_question/q_0008/sample_02/logits_summary.npz,
q_0008,7,gsm8k_000007,sample_03,1038,ok,False,max_new_tokens,384,201,120,160,True,31.989,artifacts/qwen35_2b_within_question/q_0008/sample_03/hidden.npy,artifacts/qwen35_2b_within_question/q_0008/sample_03/logits_summary.npz,
q_0008,7,gsm8k_000007,sample_04,1039,ok,False,max_new_tokens,384,178,1,160,True,32.361,artifacts/qwen35_2b_within_question/q_0008/sample_04/hidden.npy,artifacts/qwen35_2b_within_question/q_0008/sample_04/logits_summary.npz,
q_0008,7,gsm8k_000007,sample_05,5040,ok,False,max_new_tokens,384,173,220,160,True,31.96,artifacts/qwen35_2b_within_question/q_0008/sample_05/hidden.npy,artifacts/qwen35_2b_within_question/q_0008/sample_05/logits_summary.npz,
q_0008,7,gsm8k_000007,sample_06,5041,ok,False,max_new_tokens,384,194,80,160,True,31.826,artifacts/qwen35_2b_within_question/q_0008/sample_06/hidden.npy,artifacts/qwen35_2b_within_question/q_0008/sample_06/logits_summary.npz,
q_0008,7,gsm8k_000007,sample_07,5042,ok,False,eos_token,376,160,150,160,True,30.565,artifacts/qwen35_2b_within_question/q_0008/sample_07/hidden.npy,artifacts/qwen35_2b_within_question/q_0008/sample_07/logits_summary.npz,
q_0008,7,gsm8k_000007,sample_08,5043,ok,False,max_new_tokens,384,197,1,160,True,31.375,artifacts/qwen35_2b_within_question/q_0008/sample_08/hidden.npy,artifacts/qwen35_2b_within_question/q_0008/sample_08/logits_summary.npz,
q_0008,7,gsm8k_000007,sample_09,5044,ok,False,max_new_tokens,384,199,3,160,True,31.347,artifacts/qwen35_2b_within_question/q_0008/sample_09/hidden.npy,artifacts/qwen35_2b_within_question/q_0008/sample_09/logits_summary.npz,
q_0009,8,gsm8k_000008,sample_00,1040,ok,False,max_new_tokens,384,223,3,45,True,32.55,artifacts/qwen35_2b_within_question/q_0009/sample_00/hidden.npy,artifacts/qwen35_2b_within_question/q_0009/sample_00/logits_summary.npz,
q_0009,8,gsm8k_000008,sample_01,1041,ok,False,max_new_tokens,384,181,315,45,True,32.369,artifacts/qwen35_2b_within_question/q_0009/sample_01/hidden.npy,artifacts/qwen35_2b_within_question/q_0009/sample_01/logits_summary.npz,
q_0009,8,gsm8k_000008,sample_02,1042,ok,False,max_new_tokens,384,188,1,45,True,32.495,artifacts/qwen35_2b_within_question/q_0009/sample_02/hidden.npy,artifacts/qwen35_2b_within_question/q_0009/sample_02/logits_summary.npz,
q_0009,8,gsm8k_000008,sample_03,1043,ok,False,max_new_tokens,384,202,235,45,True,32.242,artifacts/qwen35_2b_within_question/q_0009/sample_03/hidden.npy,artifacts/qwen35_2b_within_question/q_0009/sample_03/logits_summary.npz,
q_0009,8,gsm8k_000008,sample_04,1044,ok,False,max_new_tokens,384,195,3,45,True,32.334,artifacts/qwen35_2b_within_question/q_0009/sample_04/hidden.npy,artifacts/qwen35_2b_within_question/q_0009/sample_04/logits_summary.npz,
q_0009,8,gsm8k_000008,sample_05,5045,ok,False,max_new_tokens,384,199,4,45,True,31.415,artifacts/qwen35_2b_within_question/q_0009/sample_05/hidden.npy,artifacts/qwen35_2b_within_question/q_0009/sample_05/logits_summary.npz,
q_0009,8,gsm8k_000008,sample_06,5046,ok,False,max_new_tokens,384,206,4,45,True,31.323,artifacts/qwen35_2b_within_question/q_0009/sample_06/hidden.npy,artifacts/qwen35_2b_within_question/q_0009/sample_06/logits_summary.npz,
q_0009,8,gsm8k_000008,sample_07,5047,ok,False,max_new_tokens,384,189,0.5,45,True,31.097,artifacts/qwen35_2b_within_question/q_0009/sample_07/hidden.npy,artifacts/qwen35_2b_within_question/q_0009/sample_07/logits_summary.npz,
q_0009,8,gsm8k_000008,sample_08,5048,ok,False,max_new_tokens,384,203,3,45,True,31.139,artifacts/qwen35_2b_within_question/q_0009/sample_08/hidden.npy,artifacts/qwen35_2b_within_question/q_0009/sample_08/logits_summary.npz,
q_0009,8,gsm8k_000008,sample_09,5049,ok,False,max_new_tokens,384,185,-1.5,45,True,31.113,artifacts/qwen35_2b_within_question/q_0009/sample_09/hidden.npy,artifacts/qwen35_2b_within_question/q_0009/sample_09/logits_summary.npz,
q_0010,9,gsm8k_000009,sample_00,1045,ok,True,max_new_tokens,384,200,460,460,True,32.622,artifacts/qwen35_2b_within_question/q_0010/sample_00/hidden.npy,artifacts/qwen35_2b_within_question/q_0010/sample_00/logits_summary.npz,
q_0010,9,gsm8k_000009,sample_01,1046,ok,True,eos_token,325,159,460,460,True,27.287,artifacts/qwen35_2b_within_question/q_0010/sample_01/hidden.npy,artifacts/qwen35_2b_within_question/q_0010/sample_01/logits_summary.npz,
q_0010,9,gsm8k_000009,sample_02,1047,ok,True,eos_token,362,164,460,460,True,30.28,artifacts/qwen35_2b_within_question/q_0010/sample_02/hidden.npy,artifacts/qwen35_2b_within_question/q_0010/sample_02/logits_summary.npz,
q_0010,9,gsm8k_000009,sample_03,1048,ok,True,eos_token,287,140,460,460,True,24.432,artifacts/qwen35_2b_within_question/q_0010/sample_03/hidden.npy,artifacts/qwen35_2b_within_question/q_0010/sample_03/logits_summary.npz,
q_0010,9,gsm8k_000009,sample_04,1049,ok,True,eos_token,328,161,460,460,True,27.71,artifacts/qwen35_2b_within_question/q_0010/sample_04/hidden.npy,artifacts/qwen35_2b_within_question/q_0010/sample_04/logits_summary.npz,
q_0010,9,gsm8k_000009,sample_05,5050,ok,True,eos_token,362,172,460,460,True,29.328,artifacts/qwen35_2b_within_question/q_0010/sample_05/hidden.npy,artifacts/qwen35_2b_within_question/q_0010/sample_05/logits_summary.npz,
q_0010,9,gsm8k_000009,sample_06,5051,ok,True,eos_token,362,184,460,460,True,29.273,artifacts/qwen35_2b_within_question/q_0010/sample_06/hidden.npy,artifacts/qwen35_2b_within_question/q_0010/sample_06/logits_summary.npz,
q_0010,9,gsm8k_000009,sample_07,5052,ok,True,eos_token,288,141,460,460,True,23.268,artifacts/qwen35_2b_within_question/q_0010/sample_07/hidden.npy,artifacts/qwen35_2b_within_question/q_0010/sample_07/logits_summary.npz,
q_0010,9,gsm8k_000009,sample_08,5053,ok,True,eos_token,308,149,460,460,True,24.958,artifacts/qwen35_2b_within_question/q_0010/sample_08/hidden.npy,artifacts/qwen35_2b_within_question/q_0010/sample_08/logits_summary.npz,
q_0010,9,gsm8k_000009,sample_09,5054,ok,True,eos_token,311,151,460,460,True,25.165,artifacts/qwen35_2b_within_question/q_0010/sample_09/hidden.npy,artifacts/qwen35_2b_within_question/q_0010/sample_09/logits_summary.npz,
q_0011,10,gsm8k_000010,sample_00,1050,ok,True,eos_token,359,173,366,366,True,30.273,artifacts/qwen35_2b_within_question/q_0011/sample_00/hidden.npy,artifacts/qwen35_2b_within_question/q_0011/sample_00/logits_summary.npz,
q_0011,10,gsm8k_000010,sample_01,1051,ok,True,max_new_tokens,384,186,366,366,True,32.32,artifacts/qwen35_2b_within_question/q_0011/sample_01/hidden.npy,artifacts/qwen35_2b_within_question/q_0011/sample_01/logits_summary.npz,
q_0011,10,gsm8k_000010,sample_02,1052,ok,True,max_new_tokens,384,186,366,366,True,32.455,artifacts/qwen35_2b_within_question/q_0011/sample_02/hidden.npy,artifacts/qwen35_2b_within_question/q_0011/sample_02/logits_summary.npz,
q_0011,10,gsm8k_000010,sample_03,1053,ok,True,eos_token,284,142,366,366,True,23.979,artifacts/qwen35_2b_within_question/q_0011/sample_03/hidden.npy,artifacts/qwen35_2b_within_question/q_0011/sample_03/logits_summary.npz,
q_0011,10,gsm8k_000010,sample_04,1054,ok,True,max_new_tokens,384,186,366,366,True,32.562,artifacts/qwen35_2b_within_question/q_0011/sample_04/hidden.npy,artifacts/qwen35_2b_within_question/q_0011/sample_04/logits_summary.npz,
q_0011,10,gsm8k_000010,sample_05,5055,ok,True,eos_token,349,158,366,366,True,28.238,artifacts/qwen35_2b_within_question/q_0011/sample_05/hidden.npy,artifacts/qwen35_2b_within_question/q_0011/sample_05/logits_summary.npz,
q_0011,10,gsm8k_000010,sample_06,5056,ok,True,eos_token,383,187,366,366,True,31.036,artifacts/qwen35_2b_within_question/q_0011/sample_06/hidden.npy,artifacts/qwen35_2b_within_question/q_0011/sample_06/logits_summary.npz,
q_0011,10,gsm8k_000010,sample_07,5057,ok,False,max_new_tokens,384,188,486,366,True,31.099,artifacts/qwen35_2b_within_question/q_0011/sample_07/hidden.npy,artifacts/qwen35_2b_within_question/q_0011/sample_07/logits_summary.npz,
q_0011,10,gsm8k_000010,sample_08,5058,ok,True,eos_token,358,171,366,366,True,28.959,artifacts/qwen35_2b_within_question/q_0011/sample_08/hidden.npy,artifacts/qwen35_2b_within_question/q_0011/sample_08/logits_summary.npz,
q_0011,10,gsm8k_000010,sample_09,5059,ok,False,max_new_tokens,384,179,126,366,True,31.083,artifacts/qwen35_2b_within_question/q_0011/sample_09/hidden.npy,artifacts/qwen35_2b_within_question/q_0011/sample_09/logits_summary.npz,
q_0012,11,gsm8k_000011,sample_00,1055,ok,True,eos_token,283,145,694,694,True,23.771,artifacts/qwen35_2b_within_question/q_0012/sample_00/hidden.npy,artifacts/qwen35_2b_within_question/q_0012/sample_00/logits_summary.npz,
q_0012,11,gsm8k_000011,sample_01,1056,ok,True,eos_token,275,126,694,694,True,23.132,artifacts/qwen35_2b_within_question/q_0012/sample_01/hidden.npy,artifacts/qwen35_2b_within_question/q_0012/sample_01/logits_summary.npz,
q_0012,11,gsm8k_000011,sample_02,1057,ok,False,max_new_tokens,384,193,4,694,True,32.041,artifacts/qwen35_2b_within_question/q_0012/sample_02/hidden.npy,artifacts/qwen35_2b_within_question/q_0012/sample_02/logits_summary.npz,
q_0012,11,gsm8k_000011,sample_03,1058,ok,True,eos_token,267,110,694,694,True,22.387,artifacts/qwen35_2b_within_question/q_0012/sample_03/hidden.npy,artifacts/qwen35_2b_within_question/q_0012/sample_03/logits_summary.npz,
q_0012,11,gsm8k_000011,sample_04,1059,ok,True,eos_token,258,118,694,694,True,21.434,artifacts/qwen35_2b_within_question/q_0012/sample_04/hidden.npy,artifacts/qwen35_2b_within_question/q_0012/sample_04/logits_summary.npz,
q_0012,11,gsm8k_000011,sample_05,5060,ok,True,eos_token,266,124,694,694,True,21.51,artifacts/qwen35_2b_within_question/q_0012/sample_05/hidden.npy,artifacts/qwen35_2b_within_question/q_0012/sample_05/logits_summary.npz,
q_0012,11,gsm8k_000011,sample_06,5061,ok,True,eos_token,275,123,694,694,True,22.162,artifacts/qwen35_2b_within_question/q_0012/sample_06/hidden.npy,artifacts/qwen35_2b_within_question/q_0012/sample_06/logits_summary.npz,
q_0012,11,gsm8k_000011,sample_07,5062,ok,True,eos_token,255,115,694,694,True,20.56,artifacts/qwen35_2b_within_question/q_0012/sample_07/hidden.npy,artifacts/qwen35_2b_within_question/q_0012/sample_07/logits_summary.npz,
q_0012,11,gsm8k_000011,sample_08,5063,ok,True,eos_token,259,116,694,694,True,20.866,artifacts/qwen35_2b_within_question/q_0012/sample_08/hidden.npy,artifacts/qwen35_2b_within_question/q_0012/sample_08/logits_summary.npz,
q_0012,11,gsm8k_000011,sample_09,5064,ok,True,eos_token,290,132,694,694,True,23.386,artifacts/qwen35_2b_within_question/q_0012/sample_09/hidden.npy,artifacts/qwen35_2b_within_question/q_0012/sample_09/logits_summary.npz,
q_0013,12,gsm8k_000012,sample_00,1060,ok,False,max_new_tokens,384,202,12,13,True,32.538,artifacts/qwen35_2b_within_question/q_0013/sample_00/hidden.npy,artifacts/qwen35_2b_within_question/q_0013/sample_00/logits_summary.npz,
q_0013,12,gsm8k_000012,sample_01,1061,ok,False,max_new_tokens,384,214,11.50,13,True,32.342,artifacts/qwen35_2b_within_question/q_0013/sample_01/hidden.npy,artifacts/qwen35_2b_within_question/q_0013/sample_01/logits_summary.npz,
q_0013,12,gsm8k_000012,sample_02,1062,ok,False,max_new_tokens,384,198,4,13,True,32.33,artifacts/qwen35_2b_within_question/q_0013/sample_02/hidden.npy,artifacts/qwen35_2b_within_question/q_0013/sample_02/logits_summary.npz,
q_0013,12,gsm8k_000012,sample_03,1063,ok,False,max_new_tokens,384,213,12,13,True,32.338,artifacts/qwen35_2b_within_question/q_0013/sample_03/hidden.npy,artifacts/qwen35_2b_within_question/q_0013/sample_03/logits_summary.npz,
