question_id,sample_a,sample_b,pair_type,pair_subtype,correct_a,correct_b,pred_answer_a,pred_answer_b,same_pred_answer,final_state_euclidean,final_state_cosine,late_alignment_cosine_16,late_alignment_cosine_32,answer_state_euclidean,answer_state_cosine
q_0002,sample_00,sample_07,correct_correct,correct_correct,True,True,3,3,True,14.061379432678223,0.0036956071853637695,0.7287571430206299,0.4839856028556824,44.85755157470703,0.0435183048248291
q_0002,sample_00,sample_08,correct_correct,correct_correct,True,True,3,3,True,16.907115936279297,0.005348384380340576,0.6476393342018127,0.41753724217414856,25.636457443237305,0.014146745204925537
q_0002,sample_00,sample_09,correct_correct,correct_correct,True,True,3,3,True,17.219676971435547,0.00554126501083374,0.6524159908294678,0.4245443344116211,31.795564651489258,0.02183389663696289
q_0002,sample_01,sample_02,correct_correct,correct_correct,True,True,3,3,True,20.227073669433594,0.007686257362365723,0.6549693942070007,0.455297589302063,65.4616928100586,0.0908576250076294
q_0002,sample_01,sample_03,correct_correct,correct_correct,True,True,3,3,True,18.292762756347656,0.006268918514251709,0.7220618724822998,0.47902753949165344,68.29007720947266,0.09990811347961426
q_0002,sample_01,sample_04,correct_correct,correct_correct,True,True,3,3,True,21.437664031982422,0.008642911911010742,0.6531466841697693,0.46037977933883667,70.54622650146484,0.10597807168960571
q_0002,sample_01,sample_05,correct_correct,correct_correct,True,True,3,3,True,20.389263153076172,0.007783114910125732,0.656002402305603,0.47275376319885254,58.06414031982422,0.07160216569900513
q_0002,sample_01,sample_06,correct_correct,correct_correct,True,True,3,3,True,15.42784595489502,0.004457950592041016,0.6556003093719482,0.4415561258792877,64.04612731933594,0.08755612373352051
q_0002,sample_01,sample_07,correct_correct,correct_correct,True,True,3,3,True,13.938332557678223,0.0036402344703674316,0.9898841381072998,0.8751813173294067,26.176652908325195,0.014577746391296387
q_0002,sample_01,sample_08,correct_correct,correct_correct,True,True,3,3,True,14.60034465789795,0.003999531269073486,0.6568275690078735,0.46867281198501587,63.278099060058594,0.08517313003540039
q_0002,sample_01,sample_09,correct_correct,correct_correct,True,True,3,3,True,16.23624610900879,0.004936575889587402,0.6953755021095276,0.4372912645339966,54.13451385498047,0.06240713596343994
q_0002,sample_02,sample_03,correct_correct,correct_correct,True,True,3,3,True,24.64805030822754,0.011414170265197754,0.6801965832710266,0.4189074635505676,29.540287017822266,0.018678665161132812
q_0002,sample_02,sample_04,correct_correct,correct_correct,True,True,3,3,True,15.39620304107666,0.004477500915527344,0.9933065176010132,0.9402108192443848,12.140270233154297,0.0031332969665527344
q_0002,sample_02,sample_05,correct_correct,correct_correct,True,True,3,3,True,19.28453254699707,0.006977438926696777,0.991759181022644,0.8821825981140137,17.436359405517578,0.0064658522605896
q_0002,sample_02,sample_06,correct_correct,correct_correct,True,True,3,3,True,17.140384674072266,0.005514383316040039,0.9193344116210938,0.6714751124382019,15.878830909729004,0.005366921424865723
q_0002,sample_02,sample_07,correct_correct,correct_correct,True,True,3,3,True,20.53734588623047,0.00792551040649414,0.660048246383667,0.47148317098617554,46.981327056884766,0.04710090160369873
q_0002,sample_02,sample_08,correct_correct,correct_correct,True,True,3,3,True,15.482447624206543,0.004513561725616455,0.7752431035041809,0.729647696018219,16.968887329101562,0.006129622459411621
q_0002,sample_02,sample_09,correct_correct,correct_correct,True,True,3,3,True,16.07442855834961,0.004847526550292969,0.7676440477371216,0.5395750403404236,19.828474044799805,0.008377790451049805
q_0002,sample_03,sample_04,correct_correct,correct_correct,True,True,3,3,True,22.778898239135742,0.009757637977600098,0.6818950176239014,0.4165012240409851,27.131322860717773,0.01585787534713745
q_0002,sample_03,sample_05,correct_correct,correct_correct,True,True,3,3,True,22.70368766784668,0.009649276733398438,0.6791730523109436,0.41670283675193787,32.28291320800781,0.0223771333694458
q_0002,sample_03,sample_06,correct_correct,correct_correct,True,True,3,3,True,17.991531372070312,0.0060620903968811035,0.6811084747314453,0.45766615867614746,27.013490676879883,0.01577603816986084
q_0002,sample_03,sample_07,correct_correct,correct_correct,True,True,3,3,True,18.95530128479004,0.00673222541809082,0.7231476306915283,0.4745446443557739,46.933868408203125,0.047527194023132324
q_0002,sample_03,sample_08,correct_correct,correct_correct,True,True,3,3,True,18.685091018676758,0.006551027297973633,0.6499372720718384,0.39980918169021606,28.238306045532227,0.017153024673461914
q_0002,sample_03,sample_09,correct_correct,correct_correct,True,True,3,3,True,21.76067543029785,0.00886690616607666,0.656453013420105,0.4178314507007599,33.021728515625,0.023508071899414062
q_0002,sample_04,sample_05,correct_correct,correct_correct,True,True,3,3,True,24.79100227355957,0.011549234390258789,0.990715742111206,0.8971812725067139,21.862123489379883,0.010209918022155762
q_0002,sample_04,sample_06,correct_correct,correct_correct,True,True,3,3,True,17.463054656982422,0.0057263970375061035,0.9216312170028687,0.6695359945297241,17.596927642822266,0.0066492557525634766
q_0002,sample_04,sample_07,correct_correct,correct_correct,True,True,3,3,True,16.464218139648438,0.0050931572914123535,0.6596020460128784,0.4539557099342346,51.208648681640625,0.056225478649139404
q_0002,sample_04,sample_08,correct_correct,correct_correct,True,True,3,3,True,16.62806510925293,0.005211949348449707,0.7785123586654663,0.7512210607528687,19.315147399902344,0.00798487663269043
q_0002,sample_04,sample_09,correct_correct,correct_correct,True,True,3,3,True,15.484004020690918,0.00449681282043457,0.7688969969749451,0.5401504039764404,24.708127975463867,0.013085007667541504
q_0002,sample_05,sample_06,correct_correct,correct_correct,True,True,3,3,True,20.066129684448242,0.0075359344482421875,0.9254189729690552,0.7043876051902771,13.985949516296387,0.004175841808319092
q_0002,sample_05,sample_07,correct_correct,correct_correct,True,True,3,3,True,22.563142776489258,0.009532690048217773,0.6608046293258667,0.4879460334777832,40.19953155517578,0.034547626972198486
q_0002,sample_05,sample_08,correct_correct,correct_correct,True,True,3,3,True,18.770679473876953,0.0066054463386535645,0.78071528673172,0.8402972221374512,15.547647476196289,0.005157947540283203
q_0002,sample_05,sample_09,correct_correct,correct_correct,True,True,3,3,True,21.328067779541016,0.008512377738952637,0.7734098434448242,0.5645579099655151,13.187731742858887,0.003712177276611328
q_0002,sample_06,sample_07,correct_correct,correct_correct,True,True,3,3,True,16.259923934936523,0.004952430725097656,0.6609532833099365,0.4334964156150818,44.918453216552734,0.043372929096221924
q_0002,sample_06,sample_08,correct_correct,correct_correct,True,True,3,3,True,14.517573356628418,0.0039522647857666016,0.7727020382881165,0.6183871030807495,12.165356636047363,0.0031684041023254395
q_0002,sample_06,sample_09,correct_correct,correct_correct,True,True,3,3,True,13.866080284118652,0.0035990476608276367,0.793739378452301,0.590242862701416,16.930450439453125,0.0061563849449157715
q_0002,sample_07,sample_08,correct_correct,correct_correct,True,True,3,3,True,16.776222229003906,0.005282402038574219,0.6615232229232788,0.4793936014175415,44.0421142578125,0.04154157638549805
q_0002,sample_07,sample_09,correct_correct,correct_correct,True,True,3,3,True,14.051030158996582,0.0036972761154174805,0.7032517194747925,0.45168638229370117,35.361671447753906,0.026815593242645264
q_0002,sample_08,sample_09,correct_correct,correct_correct,True,True,3,3,True,13.832598686218262,0.0035867691040039062,0.80232173204422,0.5765306949615479,15.27643871307373,0.004994869232177734
q_0003,sample_01,sample_03,correct_correct,correct_correct,True,True,70000,70000,True,35.11796569824219,0.023076772689819336,0.992671549320221,0.9888734817504883,5.156733989715576,0.0009139776229858398
q_0003,sample_01,sample_05,correct_correct,correct_correct,True,True,70000,70000,True,27.842008590698242,0.014477849006652832,0.995402991771698,0.9934406280517578,4.867666244506836,0.00081634521484375
q_0003,sample_03,sample_05,correct_correct,correct_correct,True,True,70000,70000,True,15.99245834350586,0.004779458045959473,0.994959831237793,0.9923566579818726,4.511418342590332,0.0007147789001464844
q_0004,sample_00,sample_01,wrong_wrong,wrong_wrong_same_answer,False,False,180,180,True,27.77672004699707,0.01445317268371582,0.8430784940719604,0.5811298489570618,16.623544692993164,0.010104775428771973
q_0004,sample_00,sample_02,wrong_wrong,wrong_wrong_same_answer,False,False,180,180,True,23.463855743408203,0.010310649871826172,0.8472766280174255,0.5604809522628784,14.730953216552734,0.00797206163406372
q_0004,sample_00,sample_03,correct_wrong,correct_wrong,False,True,180,540,False,27.17093849182129,0.013833284378051758,0.8012979626655579,0.5593829154968262,39.66721725463867,0.058663010597229004
q_0004,sample_00,sample_04,wrong_wrong,wrong_wrong_same_answer,False,False,180,180,True,26.79692268371582,0.013479113578796387,0.8745971918106079,0.5841270685195923,15.147188186645508,0.00842970609664917
q_0004,sample_01,sample_02,wrong_wrong,wrong_wrong_same_answer,False,False,180,180,True,12.508038520812988,0.002918422222137451,0.9916254878044128,0.8159747123718262,11.028284072875977,0.004394054412841797
q_0004,sample_01,sample_03,correct_wrong,correct_wrong,False,True,180,540,False,17.32168960571289,0.005598664283752441,0.9309688806533813,0.8977974057197571,38.043216705322266,0.05538380146026611
q_0004,sample_01,sample_04,wrong_wrong,wrong_wrong_same_answer,False,False,180,180,True,16.864564895629883,0.0053130388259887695,0.8392980694770813,0.5592519044876099,13.678438186645508,0.007065534591674805
q_0004,sample_02,sample_03,correct_wrong,correct_wrong,False,True,180,540,False,17.033201217651367,0.005414009094238281,0.9355051517486572,0.7579259872436523,38.464637756347656,0.05540311336517334
q_0004,sample_02,sample_04,wrong_wrong,wrong_wrong_same_answer,False,False,180,180,True,18.279905319213867,0.0062430500984191895,0.8379121422767639,0.5412192940711975,14.40872859954834,0.007685840129852295
q_0004,sample_03,sample_04,correct_wrong,correct_wrong,True,False,540,180,False,18.83822250366211,0.006631731986999512,0.7952774167060852,0.5362297892570496,39.14726257324219,0.05810081958770752
q_0005,sample_00,sample_02,correct_correct,correct_correct,True,True,20,20,True,21.255615234375,0.008466839790344238,0.9823614358901978,0.7269152402877808,16.98332405090332,0.00872504711151123
q_0005,sample_00,sample_07,correct_correct,correct_correct,True,True,20,20,True,33.80555725097656,0.021384239196777344,0.7378565669059753,0.44527655839920044,23.4544734954834,0.016696691513061523
q_0005,sample_02,sample_07,correct_correct,correct_correct,True,True,20,20,True,41.14350128173828,0.03165853023529053,0.7412055730819702,0.4566720724105835,20.82710075378418,0.013229966163635254
q_0006,sample_08,sample_09,wrong_wrong,wrong_wrong_same_answer,False,False,50,50,True,26.124897003173828,0.012943029403686523,0.8452386856079102,0.509947657585144,22.649438858032227,0.015408217906951904
q_0007,sample_00,sample_01,correct_correct,correct_correct,True,True,260,260,True,30.206058502197266,0.017142176628112793,0.8861277103424072,0.553745448589325,17.96219253540039,0.012553811073303223
q_0007,sample_00,sample_02,correct_correct,correct_correct,True,True,260,260,True,25.29140281677246,0.012030243873596191,0.9133894443511963,0.5753029584884644,16.331161499023438,0.010141909122467041
q_0007,sample_00,sample_03,correct_correct,correct_correct,True,True,260,260,True,25.80409812927246,0.012502014636993408,0.9353593587875366,0.6501301527023315,15.117376327514648,0.008913397789001465
q_0007,sample_00,sample_04,correct_correct,correct_correct,True,True,260,260,True,56.13912582397461,0.05921041965484619,0.8226065039634705,0.5249178409576416,18.177318572998047,0.01272207498550415
q_0007,sample_00,sample_05,correct_correct,correct_correct,True,True,260,260,True,22.438636779785156,0.009462177753448486,0.9283243417739868,0.7312742471694946,18.04463005065918,0.012208402156829834
q_0007,sample_00,sample_06,correct_correct,correct_correct,True,True,260,260,True,22.91015625,0.009851813316345215,0.9454392194747925,0.6459290981292725,14.673487663269043,0.008397698402404785
q_0007,sample_00,sample_07,correct_correct,correct_correct,True,True,260,260,True,54.2293701171875,0.055024027824401855,0.936210036277771,0.6512754559516907,14.222044944763184,0.007887125015258789
q_0007,sample_00,sample_08,correct_correct,correct_correct,True,True,260,260,True,55.83104705810547,0.058358728885650635,0.8057279586791992,0.5272490382194519,24.6414852142334,0.023076176643371582
q_0007,sample_00,sample_09,correct_correct,correct_correct,True,True,260,260,True,27.751964569091797,0.014394879341125488,0.797343909740448,0.5127708911895752,26.653507232666016,0.02649456262588501
q_0007,sample_01,sample_02,correct_correct,correct_correct,True,True,260,260,True,18.80533218383789,0.006658077239990234,0.9215738773345947,0.8313162326812744,14.434374809265137,0.007893025875091553
q_0007,sample_01,sample_03,correct_correct,correct_correct,True,True,260,260,True,18.769704818725586,0.006621003150939941,0.9389472007751465,0.6163220405578613,13.078376770019531,0.00668942928314209
q_0007,sample_01,sample_04,correct_correct,correct_correct,True,True,260,260,True,66.33635711669922,0.08275902271270752,0.8112910985946655,0.49269068241119385,19.902042388916016,0.015269875526428223
q_0007,sample_01,sample_05,correct_correct,correct_correct,True,True,260,260,True,24.441646575927734,0.01123964786529541,0.8951815366744995,0.5975463390350342,19.120023727416992,0.013717591762542725
q_0007,sample_01,sample_06,correct_correct,correct_correct,True,True,260,260,True,16.814266204833984,0.005311250686645508,0.9430973529815674,0.6098989844322205,12.768617630004883,0.006376862525939941
q_0007,sample_01,sample_07,correct_correct,correct_correct,True,True,260,260,True,64.19580841064453,0.07718449831008911,0.9367547631263733,0.6149365901947021,14.673746109008789,0.008427619934082031
q_0007,sample_01,sample_08,correct_correct,correct_correct,True,True,260,260,True,65.25186920166016,0.07979434728622437,0.8027798533439636,0.486507773399353,21.01368522644043,0.016745567321777344
q_0007,sample_01,sample_09,correct_correct,correct_correct,True,True,260,260,True,25.44122314453125,0.012104392051696777,0.7981923818588257,0.4916759729385376,23.349212646484375,0.020233750343322754
q_0007,sample_02,sample_03,correct_correct,correct_correct,True,True,260,260,True,19.175804138183594,0.006917595863342285,0.9140782356262207,0.5830259919166565,15.75621223449707,0.00938946008682251
q_0007,sample_02,sample_04,correct_correct,correct_correct,True,True,260,260,True,60.65473175048828,0.06927490234375,0.8649576902389526,0.5287407040596008,18.573970794677734,0.013118207454681396
q_0007,sample_02,sample_05,correct_correct,correct_correct,True,True,260,260,True,14.200932502746582,0.0037980079650878906,0.93565434217453,0.6228181719779968,13.906582832336426,0.007248044013977051
q_0007,sample_02,sample_06,correct_correct,correct_correct,True,True,260,260,True,17.897035598754883,0.006022930145263672,0.9173417687416077,0.585722804069519,16.13580322265625,0.009832143783569336
q_0007,sample_02,sample_07,correct_correct,correct_correct,True,True,260,260,True,59.461395263671875,0.06629502773284912,0.9076895713806152,0.579229474067688,17.07346534729004,0.011048614978790283
q_0007,sample_02,sample_08,correct_correct,correct_correct,True,True,260,260,True,60.597347259521484,0.0688963532447815,0.8573294878005981,0.5061185359954834,19.622426986694336,0.01452106237411499
q_0007,sample_02,sample_09,correct_correct,correct_correct,True,True,260,260,True,26.116443634033203,0.012765288352966309,0.8516377210617065,0.5319994688034058,21.343658447265625,0.016902804374694824
q_0007,sample_03,sample_04,correct_correct,correct_correct,True,True,260,260,True,63.98219680786133,0.07694053649902344,0.8265150785446167,0.5134613513946533,19.309913635253906,0.014388024806976318
q_0007,sample_03,sample_05,correct_correct,correct_correct,True,True,260,260,True,23.49468421936035,0.010378479957580566,0.8897230625152588,0.5809460282325745,20.661897659301758,0.016022145748138428
q_0007,sample_03,sample_06,correct_correct,correct_correct,True,True,260,260,True,15.072997093200684,0.004265546798706055,0.9889277219772339,0.8642322421073914,10.819655418395996,0.004615664482116699
q_0007,sample_03,sample_07,correct_correct,correct_correct,True,True,260,260,True,61.10786437988281,0.06989490985870361,0.9915570020675659,0.9942004680633545,7.51308536529541,0.0022235512733459473
q_0007,sample_03,sample_08,correct_correct,correct_correct,True,True,260,260,True,64.10101318359375,0.07695764303207397,0.8129297494888306,0.5432431697845459,23.4000186920166,0.02080678939819336
q_0007,sample_03,sample_09,correct_correct,correct_correct,True,True,260,260,True,25.017976760864258,0.011699914932250977,0.8095190525054932,0.5297356843948364,25.36028289794922,0.02391183376312256
q_0007,sample_04,sample_05,correct_correct,correct_correct,True,True,260,260,True,56.85646057128906,0.06081879138946533,0.8461309671401978,0.5443174839019775,21.12245750427246,0.016794443130493164
q_0007,sample_04,sample_06,correct_correct,correct_correct,True,True,260,260,True,59.677772521972656,0.06691431999206543,0.8325192928314209,0.5080270767211914,17.379066467285156,0.01163017749786377
q_0007,sample_04,sample_07,correct_correct,correct_correct,True,True,260,260,True,24.871076583862305,0.011576533317565918,0.8293161988258362,0.5153416991233826,20.593921661376953,0.01638054847717285
q_0007,sample_04,sample_08,correct_correct,correct_correct,True,True,260,260,True,27.1008243560791,0.013757467269897461,0.9836636781692505,0.8696751594543457,17.739070892333984,0.011900901794433594
q_0007,sample_04,sample_09,correct_correct,correct_correct,True,True,260,260,True,60.10586166381836,0.0676109790802002,0.9708883762359619,0.8781722784042358,19.67115020751953,0.014327049255371094
q_0007,sample_05,sample_06,correct_correct,correct_correct,True,True,260,260,True,18.94683837890625,0.006746530532836914,0.8972201347351074,0.5999662280082703,18.69845199584961,0.013026773929595947
q_0007,sample_05,sample_07,correct_correct,correct_correct,True,True,260,260,True,56.43313980102539,0.05966585874557495,0.8867817521095276,0.5792579650878906,21.290956497192383,0.01702326536178589
q_0007,sample_05,sample_08,correct_correct,correct_correct,True,True,260,260,True,56.584877014160156,0.06002509593963623,0.8446854948997498,0.533268392086029,17.38871955871582,0.01132512092590332
q_0007,sample_05,sample_09,correct_correct,correct_correct,True,True,260,260,True,25.489971160888672,0.0121537446975708,0.8390772342681885,0.5221148729324341,18.35276222229004,0.01245957612991333
q_0007,sample_06,sample_07,correct_correct,correct_correct,True,True,260,260,True,56.82988357543945,0.060431838035583496,0.9831534624099731,0.8606399297714233,14.502111434936523,0.00830608606338501
q_0007,sample_06,sample_08,correct_correct,correct_correct,True,True,260,260,True,57.85771179199219,0.0626763105392456,0.8207148313522339,0.5185513496398926,19.461551666259766,0.014290213584899902
q_0007,sample_06,sample_09,correct_correct,correct_correct,True,True,260,260,True,20.76923179626465,0.008059442043304443,0.8156875967979431,0.5088978409767151,21.608678817749023,0.01716601848602295
q_0007,sample_07,sample_08,correct_correct,correct_correct,True,True,260,260,True,26.06355094909668,0.012678384780883789,0.8132032752037048,0.5432294011116028,25.548948287963867,0.024855971336364746
q_0007,sample_07,sample_09,correct_correct,correct_correct,True,True,260,260,True,57.880435943603516,0.062455058097839355,0.8008632659912109,0.5252695083618164,27.721290588378906,0.028676211833953857
q_0007,sample_08,sample_09,correct_correct,correct_correct,True,True,260,260,True,54.33890151977539,0.05507773160934448,0.9906384944915771,0.917204737663269,7.367245674133301,0.001960158348083496
q_0010,sample_01,sample_02,correct_correct,correct_correct,True,True,460,460,True,23.15533447265625,0.010034322738647461,0.9921013712882996,0.9902726411819458,9.63090991973877,0.003182649612426758
q_0010,sample_01,sample_03,correct_correct,correct_correct,True,True,460,460,True,18.081995010375977,0.006112217903137207,0.9753444194793701,0.9428824186325073,10.504085540771484,0.0037311315536499023
q_0010,sample_01,sample_04,correct_correct,correct_correct,True,True,460,460,True,7.854274749755859,0.0011522769927978516,0.9994597434997559,0.9993856549263,3.0323848724365234,0.00031381845474243164
q_0010,sample_01,sample_05,correct_correct,correct_correct,True,True,460,460,True,18.158967971801758,0.00617671012878418,0.9970319271087646,0.9953344464302063,6.826724529266357,0.0015839934349060059
q_0010,sample_01,sample_06,correct_correct,correct_correct,True,True,460,460,True,18.212099075317383,0.006212711334228516,0.9975897669792175,0.9958356022834778,6.396028995513916,0.0013640522956848145
q_0010,sample_01,sample_07,correct_correct,correct_correct,True,True,460,460,True,26.926921844482422,0.013550639152526855,0.9511750936508179,0.8863297700881958,11.939929008483887,0.004805624485015869
q_0010,sample_01,sample_08,correct_correct,correct_correct,True,True,460,460,True,12.747631072998047,0.0030372142791748047,0.9971721768379211,0.9951777458190918,7.569276809692383,0.0019431710243225098
q_0010,sample_01,sample_09,correct_correct,correct_correct,True,True,460,460,True,13.720786094665527,0.0035172104835510254,0.9972420930862427,0.9590497016906738,5.893978595733643,0.0011758804321289062
q_0010,sample_02,sample_03,correct_correct,correct_correct,True,True,460,460,True,28.217010498046875,0.014891862869262695,0.9684543609619141,0.9375287294387817,13.823694229125977,0.0064923763275146484
q_0010,sample_02,sample_04,correct_correct,correct_correct,True,True,460,460,True,23.65828514099121,0.010467290878295898,0.9921384453773499,0.9898335337638855,10.035134315490723,0.003452599048614502
q_0010,sample_02,sample_05,correct_correct,correct_correct,True,True,460,460,True,21.811012268066406,0.008916258811950684,0.9945695400238037,0.9942072629928589,8.45042896270752,0.0024382472038269043
q_0010,sample_02,sample_06,correct_correct,correct_correct,True,True,460,460,True,22.682373046875,0.009642958641052246,0.9925416707992554,0.9925217628479004,9.759066581726074,0.003231346607208252
q_0010,sample_02,sample_07,correct_correct,correct_correct,True,True,460,460,True,29.272661209106445,0.01602107286453247,0.952141523361206,0.883815586566925,13.230055809020996,0.005922079086303711
q_0010,sample_02,sample_08,correct_correct,correct_correct,True,True,460,460,True,25.260480880737305,0.011934220790863037,0.993382453918457,0.9931321144104004,9.276037216186523,0.0029330849647521973
q_0010,sample_02,sample_09,correct_correct,correct_correct,True,True,460,460,True,25.271814346313477,0.011939942836761475,0.991115391254425,0.955087423324585,10.388124465942383,0.003684818744659424
q_0010,sample_03,sample_04,correct_correct,correct_correct,True,True,460,460,True,17.93190574645996,0.006007254123687744,0.975143313407898,0.943060040473938,10.398229598999023,0.003663480281829834
q_0010,sample_03,sample_05,correct_correct,correct_correct,True,True,460,460,True,29.762197494506836,0.01658463478088379,0.9719679355621338,0.9381051063537598,11.497690200805664,0.004486262798309326
q_0010,sample_03,sample_06,correct_correct,correct_correct,True,True,460,460,True,28.853214263916016,0.0155867338180542,0.974061906337738,0.9401506781578064,10.447318077087402,0.0036977529525756836
q_0010,sample_03,sample_07,correct_correct,correct_correct,True,True,460,460,True,25.606019973754883,0.012246787548065186,0.9636967182159424,0.8718125820159912,12.12646770477295,0.004969000816345215
q_0010,sample_03,sample_08,correct_correct,correct_correct,True,True,460,460,True,15.678359031677246,0.0045923590660095215,0.9729741215705872,0.9381678104400635,11.144217491149902,0.004213213920593262
q_0010,sample_03,sample_09,correct_correct,correct_correct,True,True,460,460,True,15.216850280761719,0.00432431697845459,0.9749930500984192,0.972073495388031,9.44979190826416,0.003028392791748047
q_0010,sample_04,sample_05,correct_correct,correct_correct,True,True,460,460,True,20.487871170043945,0.007856369018554688,0.9971702098846436,0.9953432679176331,6.2971014976501465,0.0013512372970581055
q_0010,sample_04,sample_06,correct_correct,correct_correct,True,True,460,460,True,19.991899490356445,0.007480442523956299,0.9976261854171753,0.9958232641220093,5.739725112915039,0.0011039376258850098
q_0010,sample_04,sample_07,correct_correct,correct_correct,True,True,460,460,True,25.023038864135742,0.01169431209564209,0.9512964487075806,0.8867870569229126,11.49792766571045,0.004462301731109619
q_0010,sample_04,sample_08,correct_correct,correct_correct,True,True,460,460,True,12.733261108398438,0.0030285120010375977,0.9974056482315063,0.99489426612854,7.117438793182373,0.001722574234008789
q_0010,sample_04,sample_09,correct_correct,correct_correct,True,True,460,460,True,11.299565315246582,0.002383887767791748,0.9973863959312439,0.9595233201980591,5.768322467803955,0.0011320114135742188
q_0010,sample_05,sample_06,correct_correct,correct_correct,True,True,460,460,True,8.033525466918945,0.0012102127075195312,0.9984703660011292,0.9986944198608398,4.206508636474609,0.0005965232849121094
q_0010,sample_05,sample_07,correct_correct,correct_correct,True,True,460,460,True,37.1904182434082,0.02588820457458496,0.9514511823654175,0.8842870593070984,11.606886863708496,0.004555463790893555
q_0010,sample_05,sample_08,correct_correct,correct_correct,True,True,460,460,True,23.03812599182129,0.00993579626083374,0.9979195594787598,0.9967196583747864,4.6050310134887695,0.0007216334342956543
q_0010,sample_05,sample_09,correct_correct,correct_correct,True,True,460,460,True,24.370603561401367,0.011113762855529785,0.9956263303756714,0.9573302268981934,6.573053359985352,0.001472771167755127
q_0010,sample_06,sample_07,correct_correct,correct_correct,True,True,460,460,True,37.14058303833008,0.025818586349487305,0.951309323310852,0.8842356204986572,11.111105918884277,0.004172325134277344
q_0010,sample_06,sample_08,correct_correct,correct_correct,True,True,460,460,True,23.025421142578125,0.009924829006195068,0.9972784519195557,0.9962661266326904,5.49196195602417,0.0010219812393188477
q_0010,sample_06,sample_09,correct_correct,correct_correct,True,True,460,460,True,23.839588165283203,0.01063448190689087,0.9958515167236328,0.9578287601470947,6.500669002532959,0.001432180404663086
q_0010,sample_07,sample_08,correct_correct,correct_correct,True,True,460,460,True,25.50661277770996,0.012151718139648438,0.9511659145355225,0.8841648697853088,11.881214141845703,0.004774212837219238
q_0010,sample_07,sample_09,correct_correct,correct_correct,True,True,460,460,True,24.801820755004883,0.011485040187835693,0.9471834301948547,0.862943172454834,11.405441284179688,0.004398465156555176
q_0010,sample_08,sample_09,correct_correct,correct_correct,True,True,460,460,True,10.840497016906738,0.002194046974182129,0.9965815544128418,0.9561575651168823,7.122114658355713,0.0017274022102355957
