question_id,dataset_index,dataset_sample_id,sample_id,seed,status,source_stop_reason,source_correct,source_token_count,correct,stop_reason,token_count,answer_length,pred_answer,gold_answer,extractor_confident,runtime_sec,hidden_path,logits_path,error
q_0005,4,gsm8k_000004,sample_06,5026,ok,max_new_tokens,False,384,False,eos_token,542,306,140,20,True,45.991,artifacts/qwen35_2b_cap_sensitivity_640/q_0005/sample_06/hidden.npy,artifacts/qwen35_2b_cap_sensitivity_640/q_0005/sample_06/logits_summary.npz,
q_0005,4,gsm8k_000004,sample_08,5028,ok,max_new_tokens,False,384,True,max_new_tokens,640,427,20,20,True,54.045,artifacts/qwen35_2b_cap_sensitivity_640/q_0005/sample_08/hidden.npy,artifacts/qwen35_2b_cap_sensitivity_640/q_0005/sample_08/logits_summary.npz,
q_0005,4,gsm8k_000004,sample_09,5029,ok,max_new_tokens,False,384,True,eos_token,454,239,20,20,True,38.545,artifacts/qwen35_2b_cap_sensitivity_640/q_0005/sample_09/hidden.npy,artifacts/qwen35_2b_cap_sensitivity_640/q_0005/sample_09/logits_summary.npz,
q_0006,5,gsm8k_000005,sample_00,1025,ok,max_new_tokens,False,384,False,eos_token,340,202,29,64,True,29.091,artifacts/qwen35_2b_cap_sensitivity_640/q_0006/sample_00/hidden.npy,artifacts/qwen35_2b_cap_sensitivity_640/q_0006/sample_00/logits_summary.npz,
q_0006,5,gsm8k_000005,sample_01,1026,ok,max_new_tokens,False,384,False,max_new_tokens,640,313,16,64,True,54.097,artifacts/qwen35_2b_cap_sensitivity_640/q_0006/sample_01/hidden.npy,artifacts/qwen35_2b_cap_sensitivity_640/q_0006/sample_01/logits_summary.npz,
q_0006,5,gsm8k_000005,sample_02,1027,ok,max_new_tokens,True,384,True,eos_token,402,234,64,64,True,34.157,artifacts/qwen35_2b_cap_sensitivity_640/q_0006/sample_02/hidden.npy,artifacts/qwen35_2b_cap_sensitivity_640/q_0006/sample_02/logits_summary.npz,
q_0006,5,gsm8k_000005,sample_03,1028,ok,max_new_tokens,False,384,True,eos_token,483,260,64,64,True,41.051,artifacts/qwen35_2b_cap_sensitivity_640/q_0006/sample_03/hidden.npy,artifacts/qwen35_2b_cap_sensitivity_640/q_0006/sample_03/logits_summary.npz,
q_0006,5,gsm8k_000005,sample_04,1029,ok,max_new_tokens,False,384,False,max_new_tokens,640,291,0.000,64,True,54.867,artifacts/qwen35_2b_cap_sensitivity_640/q_0006/sample_04/hidden.npy,artifacts/qwen35_2b_cap_sensitivity_640/q_0006/sample_04/logits_summary.npz,
q_0006,5,gsm8k_000005,sample_05,5030,ok,max_new_tokens,False,384,True,eos_token,560,270,64,64,True,47.66,artifacts/qwen35_2b_cap_sensitivity_640/q_0006/sample_05/hidden.npy,artifacts/qwen35_2b_cap_sensitivity_640/q_0006/sample_05/logits_summary.npz,
q_0006,5,gsm8k_000005,sample_06,5031,ok,max_new_tokens,False,384,False,max_new_tokens,640,327,60,64,True,54.385,artifacts/qwen35_2b_cap_sensitivity_640/q_0006/sample_06/hidden.npy,artifacts/qwen35_2b_cap_sensitivity_640/q_0006/sample_06/logits_summary.npz,
q_0006,5,gsm8k_000005,sample_07,5032,ok,max_new_tokens,False,384,False,max_new_tokens,640,367,8,64,True,54.104,artifacts/qwen35_2b_cap_sensitivity_640/q_0006/sample_07/hidden.npy,artifacts/qwen35_2b_cap_sensitivity_640/q_0006/sample_07/logits_summary.npz,
q_0008,7,gsm8k_000007,sample_00,1035,ok,max_new_tokens,False,384,False,eos_token,386,165,180,160,True,32.607,artifacts/qwen35_2b_cap_sensitivity_640/q_0008/sample_00/hidden.npy,artifacts/qwen35_2b_cap_sensitivity_640/q_0008/sample_00/logits_summary.npz,
q_0008,7,gsm8k_000007,sample_01,1036,ok,max_new_tokens,False,384,True,max_new_tokens,640,350,160,160,True,54.16,artifacts/qwen35_2b_cap_sensitivity_640/q_0008/sample_01/hidden.npy,artifacts/qwen35_2b_cap_sensitivity_640/q_0008/sample_01/logits_summary.npz,
q_0008,7,gsm8k_000007,sample_02,1037,ok,max_new_tokens,False,384,False,eos_token,525,257,180,160,True,44.794,artifacts/qwen35_2b_cap_sensitivity_640/q_0008/sample_02/hidden.npy,artifacts/qwen35_2b_cap_sensitivity_640/q_0008/sample_02/logits_summary.npz,
q_0008,7,gsm8k_000007,sample_03,1038,ok,max_new_tokens,False,384,True,eos_token,527,273,160,160,True,44.798,artifacts/qwen35_2b_cap_sensitivity_640/q_0008/sample_03/hidden.npy,artifacts/qwen35_2b_cap_sensitivity_640/q_0008/sample_03/logits_summary.npz,
q_0008,7,gsm8k_000007,sample_04,1039,ok,max_new_tokens,False,384,False,eos_token,437,194,150,160,True,37.25,artifacts/qwen35_2b_cap_sensitivity_640/q_0008/sample_04/hidden.npy,artifacts/qwen35_2b_cap_sensitivity_640/q_0008/sample_04/logits_summary.npz,
q_0008,7,gsm8k_000007,sample_05,5040,ok,max_new_tokens,False,384,False,eos_token,439,207,170,160,True,37.212,artifacts/qwen35_2b_cap_sensitivity_640/q_0008/sample_05/hidden.npy,artifacts/qwen35_2b_cap_sensitivity_640/q_0008/sample_05/logits_summary.npz,
q_0008,7,gsm8k_000007,sample_06,5041,ok,max_new_tokens,False,384,False,eos_token,582,281,100,160,True,49.403,artifacts/qwen35_2b_cap_sensitivity_640/q_0008/sample_06/hidden.npy,artifacts/qwen35_2b_cap_sensitivity_640/q_0008/sample_06/logits_summary.npz,
q_0008,7,gsm8k_000007,sample_08,5043,ok,max_new_tokens,False,384,False,eos_token,605,284,180,160,True,51.288,artifacts/qwen35_2b_cap_sensitivity_640/q_0008/sample_08/hidden.npy,artifacts/qwen35_2b_cap_sensitivity_640/q_0008/sample_08/logits_summary.npz,
q_0008,7,gsm8k_000007,sample_09,5044,ok,max_new_tokens,False,384,False,eos_token,605,305,200,160,True,51.148,artifacts/qwen35_2b_cap_sensitivity_640/q_0008/sample_09/hidden.npy,artifacts/qwen35_2b_cap_sensitivity_640/q_0008/sample_09/logits_summary.npz,
q_0009,8,gsm8k_000008,sample_00,1040,ok,max_new_tokens,False,384,False,max_new_tokens,640,381,2,45,True,54.557,artifacts/qwen35_2b_cap_sensitivity_640/q_0009/sample_00/hidden.npy,artifacts/qwen35_2b_cap_sensitivity_640/q_0009/sample_00/logits_summary.npz,
q_0009,8,gsm8k_000008,sample_01,1041,ok,max_new_tokens,False,384,False,max_new_tokens,640,337,5.5,45,True,54.293,artifacts/qwen35_2b_cap_sensitivity_640/q_0009/sample_01/hidden.npy,artifacts/qwen35_2b_cap_sensitivity_640/q_0009/sample_01/logits_summary.npz,
q_0009,8,gsm8k_000008,sample_02,1042,ok,max_new_tokens,False,384,False,max_new_tokens,640,341,-1.5,45,True,54.073,artifacts/qwen35_2b_cap_sensitivity_640/q_0009/sample_02/hidden.npy,artifacts/qwen35_2b_cap_sensitivity_640/q_0009/sample_02/logits_summary.npz,
q_0009,8,gsm8k_000008,sample_03,1043,ok,max_new_tokens,False,384,False,eos_token,416,224,0,45,True,35.031,artifacts/qwen35_2b_cap_sensitivity_640/q_0009/sample_03/hidden.npy,artifacts/qwen35_2b_cap_sensitivity_640/q_0009/sample_03/logits_summary.npz,
q_0009,8,gsm8k_000008,sample_04,1044,ok,max_new_tokens,False,384,False,max_new_tokens,640,342,3.5,45,True,53.941,artifacts/qwen35_2b_cap_sensitivity_640/q_0009/sample_04/hidden.npy,artifacts/qwen35_2b_cap_sensitivity_640/q_0009/sample_04/logits_summary.npz,
q_0009,8,gsm8k_000008,sample_05,5045,ok,max_new_tokens,False,384,False,max_new_tokens,640,365,2,45,True,54.21,artifacts/qwen35_2b_cap_sensitivity_640/q_0009/sample_05/hidden.npy,artifacts/qwen35_2b_cap_sensitivity_640/q_0009/sample_05/logits_summary.npz,
q_0009,8,gsm8k_000008,sample_06,5046,ok,max_new_tokens,False,384,False,eos_token,438,233,235,45,True,37.327,artifacts/qwen35_2b_cap_sensitivity_640/q_0009/sample_06/hidden.npy,artifacts/qwen35_2b_cap_sensitivity_640/q_0009/sample_06/logits_summary.npz,
q_0009,8,gsm8k_000008,sample_07,5047,ok,max_new_tokens,False,384,False,max_new_tokens,640,337,80,45,True,54.287,artifacts/qwen35_2b_cap_sensitivity_640/q_0009/sample_07/hidden.npy,artifacts/qwen35_2b_cap_sensitivity_640/q_0009/sample_07/logits_summary.npz,
q_0009,8,gsm8k_000008,sample_08,5048,ok,max_new_tokens,False,384,False,max_new_tokens,640,348,30,45,True,53.871,artifacts/qwen35_2b_cap_sensitivity_640/q_0009/sample_08/hidden.npy,artifacts/qwen35_2b_cap_sensitivity_640/q_0009/sample_08/logits_summary.npz,
q_0009,8,gsm8k_000008,sample_09,5049,ok,max_new_tokens,False,384,False,eos_token,498,238,315,45,True,42.149,artifacts/qwen35_2b_cap_sensitivity_640/q_0009/sample_09/hidden.npy,artifacts/qwen35_2b_cap_sensitivity_640/q_0009/sample_09/logits_summary.npz,
q_0010,9,gsm8k_000009,sample_00,1045,ok,max_new_tokens,True,384,True,eos_token,342,152,460,460,True,29.163,artifacts/qwen35_2b_cap_sensitivity_640/q_0010/sample_00/hidden.npy,artifacts/qwen35_2b_cap_sensitivity_640/q_0010/sample_00/logits_summary.npz,
q_0011,10,gsm8k_000010,sample_01,1051,ok,max_new_tokens,True,384,True,eos_token,399,190,366,366,True,33.627,artifacts/qwen35_2b_cap_sensitivity_640/q_0011/sample_01/hidden.npy,artifacts/qwen35_2b_cap_sensitivity_640/q_0011/sample_01/logits_summary.npz,
q_0011,10,gsm8k_000010,sample_02,1052,ok,max_new_tokens,True,384,True,eos_token,378,180,366,366,True,32.084,artifacts/qwen35_2b_cap_sensitivity_640/q_0011/sample_02/hidden.npy,artifacts/qwen35_2b_cap_sensitivity_640/q_0011/sample_02/logits_summary.npz,
q_0011,10,gsm8k_000010,sample_04,1054,ok,max_new_tokens,True,384,True,eos_token,387,179,366,366,True,32.611,artifacts/qwen35_2b_cap_sensitivity_640/q_0011/sample_04/hidden.npy,artifacts/qwen35_2b_cap_sensitivity_640/q_0011/sample_04/logits_summary.npz,
q_0011,10,gsm8k_000010,sample_07,5057,ok,max_new_tokens,False,384,False,eos_token,399,190,486,366,True,33.496,artifacts/qwen35_2b_cap_sensitivity_640/q_0011/sample_07/hidden.npy,artifacts/qwen35_2b_cap_sensitivity_640/q_0011/sample_07/logits_summary.npz,
q_0011,10,gsm8k_000010,sample_09,5059,ok,max_new_tokens,False,384,True,eos_token,405,183,366,366,True,33.963,artifacts/qwen35_2b_cap_sensitivity_640/q_0011/sample_09/hidden.npy,artifacts/qwen35_2b_cap_sensitivity_640/q_0011/sample_09/logits_summary.npz,
q_0012,11,gsm8k_000011,sample_02,1057,ok,max_new_tokens,False,384,True,eos_token,496,226,694,694,True,41.709,artifacts/qwen35_2b_cap_sensitivity_640/q_0012/sample_02/hidden.npy,artifacts/qwen35_2b_cap_sensitivity_640/q_0012/sample_02/logits_summary.npz,
q_0013,12,gsm8k_000012,sample_00,1060,ok,max_new_tokens,False,384,False,max_new_tokens,640,330,3,13,True,53.656,artifacts/qwen35_2b_cap_sensitivity_640/q_0013/sample_00/hidden.npy,artifacts/qwen35_2b_cap_sensitivity_640/q_0013/sample_00/logits_summary.npz,
q_0013,12,gsm8k_000012,sample_01,1061,ok,max_new_tokens,False,384,False,max_new_tokens,640,383,1,13,True,53.79,artifacts/qwen35_2b_cap_sensitivity_640/q_0013/sample_01/hidden.npy,artifacts/qwen35_2b_cap_sensitivity_640/q_0013/sample_01/logits_summary.npz,
q_0013,12,gsm8k_000012,sample_02,1062,ok,max_new_tokens,False,384,False,max_new_tokens,640,318,12,13,True,54.081,artifacts/qwen35_2b_cap_sensitivity_640/q_0013/sample_02/hidden.npy,artifacts/qwen35_2b_cap_sensitivity_640/q_0013/sample_02/logits_summary.npz,
q_0013,12,gsm8k_000012,sample_03,1063,ok,max_new_tokens,False,384,False,eos_token,501,266,12,13,True,42.229,artifacts/qwen35_2b_cap_sensitivity_640/q_0013/sample_03/hidden.npy,artifacts/qwen35_2b_cap_sensitivity_640/q_0013/sample_03/logits_summary.npz,
q_0013,12,gsm8k_000012,sample_04,1064,ok,max_new_tokens,False,384,False,eos_token,424,207,12,13,True,35.378,artifacts/qwen35_2b_cap_sensitivity_640/q_0013/sample_04/hidden.npy,artifacts/qwen35_2b_cap_sensitivity_640/q_0013/sample_04/logits_summary.npz,
q_0013,12,gsm8k_000012,sample_05,5065,ok,max_new_tokens,False,384,True,eos_token,637,291,13,13,True,53.566,artifacts/qwen35_2b_cap_sensitivity_640/q_0013/sample_05/hidden.npy,artifacts/qwen35_2b_cap_sensitivity_640/q_0013/sample_05/logits_summary.npz,
q_0013,12,gsm8k_000012,sample_06,5066,ok,max_new_tokens,False,384,False,eos_token,251,120,1,13,True,20.995,artifacts/qwen35_2b_cap_sensitivity_640/q_0013/sample_06/hidden.npy,artifacts/qwen35_2b_cap_sensitivity_640/q_0013/sample_06/logits_summary.npz,
q_0013,12,gsm8k_000012,sample_07,5067,ok,max_new_tokens,False,384,False,eos_token,403,204,1,13,True,34.547,artifacts/qwen35_2b_cap_sensitivity_640/q_0013/sample_07/hidden.npy,artifacts/qwen35_2b_cap_sensitivity_640/q_0013/sample_07/logits_summary.npz,
q_0013,12,gsm8k_000012,sample_08,5068,ok,max_new_tokens,False,384,False,eos_token,576,278,9,13,True,48.633,artifacts/qwen35_2b_cap_sensitivity_640/q_0013/sample_08/hidden.npy,artifacts/qwen35_2b_cap_sensitivity_640/q_0013/sample_08/logits_summary.npz,
q_0014,13,gsm8k_000013,sample_00,1065,ok,max_new_tokens,False,384,True,eos_token,429,176,18,18,True,36.352,artifacts/qwen35_2b_cap_sensitivity_640/q_0014/sample_00/hidden.npy,artifacts/qwen35_2b_cap_sensitivity_640/q_0014/sample_00/logits_summary.npz,
q_0014,13,gsm8k_000013,sample_01,1066,ok,max_new_tokens,False,384,True,eos_token,462,181,18,18,True,39.07,artifacts/qwen35_2b_cap_sensitivity_640/q_0014/sample_01/hidden.npy,artifacts/qwen35_2b_cap_sensitivity_640/q_0014/sample_01/logits_summary.npz,
q_0014,13,gsm8k_000013,sample_02,1067,ok,max_new_tokens,False,384,True,eos_token,466,191,18,18,True,39.398,artifacts/qwen35_2b_cap_sensitivity_640/q_0014/sample_02/hidden.npy,artifacts/qwen35_2b_cap_sensitivity_640/q_0014/sample_02/logits_summary.npz,
q_0014,13,gsm8k_000013,sample_03,1068,ok,max_new_tokens,False,384,True,eos_token,441,180,18,18,True,37.231,artifacts/qwen35_2b_cap_sensitivity_640/q_0014/sample_03/hidden.npy,artifacts/qwen35_2b_cap_sensitivity_640/q_0014/sample_03/logits_summary.npz,
q_0014,13,gsm8k_000013,sample_04,1069,ok,max_new_tokens,False,384,True,eos_token,499,190,18,18,True,42.347,artifacts/qwen35_2b_cap_sensitivity_640/q_0014/sample_04/hidden.npy,artifacts/qwen35_2b_cap_sensitivity_640/q_0014/sample_04/logits_summary.npz,
q_0014,13,gsm8k_000013,sample_05,5070,ok,max_new_tokens,False,384,True,eos_token,407,187,18,18,True,34.548,artifacts/qwen35_2b_cap_sensitivity_640/q_0014/sample_05/hidden.npy,artifacts/qwen35_2b_cap_sensitivity_640/q_0014/sample_05/logits_summary.npz,
q_0014,13,gsm8k_000013,sample_06,5071,ok,max_new_tokens,False,384,False,max_new_tokens,640,339,2,18,True,54.219,artifacts/qwen35_2b_cap_sensitivity_640/q_0014/sample_06/hidden.npy,artifacts/qwen35_2b_cap_sensitivity_640/q_0014/sample_06/logits_summary.npz,
q_0014,13,gsm8k_000013,sample_07,5072,ok,max_new_tokens,False,384,True,eos_token,460,196,18,18,True,38.841,artifacts/qwen35_2b_cap_sensitivity_640/q_0014/sample_07/hidden.npy,artifacts/qwen35_2b_cap_sensitivity_640/q_0014/sample_07/logits_summary.npz,
q_0014,13,gsm8k_000013,sample_08,5073,ok,max_new_tokens,False,384,False,max_new_tokens,640,288,3,18,True,54.194,artifacts/qwen35_2b_cap_sensitivity_640/q_0014/sample_08/hidden.npy,artifacts/qwen35_2b_cap_sensitivity_640/q_0014/sample_08/logits_summary.npz,
q_0014,13,gsm8k_000013,sample_09,5074,ok,max_new_tokens,False,384,False,max_new_tokens,640,300,1,18,True,54.149,artifacts/qwen35_2b_cap_sensitivity_640/q_0014/sample_09/hidden.npy,artifacts/qwen35_2b_cap_sensitivity_640/q_0014/sample_09/logits_summary.npz,
q_0015,14,gsm8k_000014,sample_00,1070,ok,max_new_tokens,False,384,False,max_new_tokens,640,333,20,60,True,54.267,artifacts/qwen35_2b_cap_sensitivity_640/q_0015/sample_00/hidden.npy,artifacts/qwen35_2b_cap_sensitivity_640/q_0015/sample_00/logits_summary.npz,
q_0015,14,gsm8k_000014,sample_04,1074,ok,max_new_tokens,False,384,False,eos_token,451,221,60\%,60,True,38.072,artifacts/qwen35_2b_cap_sensitivity_640/q_0015/sample_04/hidden.npy,artifacts/qwen35_2b_cap_sensitivity_640/q_0015/sample_04/logits_summary.npz,
q_0015,14,gsm8k_000014,sample_05,5075,ok,max_new_tokens,False,384,False,eos_token,623,325,60\%,60,True,52.531,artifacts/qwen35_2b_cap_sensitivity_640/q_0015/sample_05/hidden.npy,artifacts/qwen35_2b_cap_sensitivity_640/q_0015/sample_05/logits_summary.npz,
q_0015,14,gsm8k_000014,sample_06,5076,ok,max_new_tokens,False,384,False,eos_token,583,291,55\%,60,True,48.786,artifacts/qwen35_2b_cap_sensitivity_640/q_0015/sample_06/hidden.npy,artifacts/qwen35_2b_cap_sensitivity_640/q_0015/sample_06/logits_summary.npz,
q_0015,14,gsm8k_000014,sample_07,5077,ok,max_new_tokens,False,384,True,eos_token,478,219,60,60,True,40.386,artifacts/qwen35_2b_cap_sensitivity_640/q_0015/sample_07/hidden.npy,artifacts/qwen35_2b_cap_sensitivity_640/q_0015/sample_07/logits_summary.npz,
q_0015,14,gsm8k_000014,sample_08,5078,ok,max_new_tokens,False,384,True,eos_token,376,220,60,60,True,31.802,artifacts/qwen35_2b_cap_sensitivity_640/q_0015/sample_08/hidden.npy,artifacts/qwen35_2b_cap_sensitivity_640/q_0015/sample_08/logits_summary.npz,
q_0015,14,gsm8k_000014,sample_09,5079,ok,max_new_tokens,False,384,False,eos_token,414,205,60\%,60,True,34.659,artifacts/qwen35_2b_cap_sensitivity_640/q_0015/sample_09/hidden.npy,artifacts/qwen35_2b_cap_sensitivity_640/q_0015/sample_09/logits_summary.npz,
q_0016,15,gsm8k_000015,sample_02,1077,ok,max_new_tokens,False,384,True,eos_token,387,158,125,125,True,32.71,artifacts/qwen35_2b_cap_sensitivity_640/q_0016/sample_02/hidden.npy,artifacts/qwen35_2b_cap_sensitivity_640/q_0016/sample_02/logits_summary.npz,
q_0016,15,gsm8k_000015,sample_05,5080,ok,max_new_tokens,False,384,True,eos_token,528,213,125,125,True,44.79,artifacts/qwen35_2b_cap_sensitivity_640/q_0016/sample_05/hidden.npy,artifacts/qwen35_2b_cap_sensitivity_640/q_0016/sample_05/logits_summary.npz,
q_0016,15,gsm8k_000015,sample_07,5082,ok,max_new_tokens,True,384,True,eos_token,375,147,125,125,True,31.995,artifacts/qwen35_2b_cap_sensitivity_640/q_0016/sample_07/hidden.npy,artifacts/qwen35_2b_cap_sensitivity_640/q_0016/sample_07/logits_summary.npz,
q_0018,17,gsm8k_000017,sample_04,1089,ok,max_new_tokens,False,384,True,eos_token,439,196,57500,57500,True,37.562,artifacts/qwen35_2b_cap_sensitivity_640/q_0018/sample_04/hidden.npy,artifacts/qwen35_2b_cap_sensitivity_640/q_0018/sample_04/logits_summary.npz,
q_0020,19,gsm8k_000019,sample_00,1095,ok,max_new_tokens,False,384,True,eos_token,486,265,6,6,True,41.249,artifacts/qwen35_2b_cap_sensitivity_640/q_0020/sample_00/hidden.npy,artifacts/qwen35_2b_cap_sensitivity_640/q_0020/sample_00/logits_summary.npz,
q_0020,19,gsm8k_000019,sample_01,1096,ok,max_new_tokens,True,384,True,eos_token,392,251,6,6,True,33.313,artifacts/qwen35_2b_cap_sensitivity_640/q_0020/sample_01/hidden.npy,artifacts/qwen35_2b_cap_sensitivity_640/q_0020/sample_01/logits_summary.npz,
q_0020,19,gsm8k_000019,sample_02,1097,ok,max_new_tokens,False,384,True,max_new_tokens,640,373,6,6,True,54.346,artifacts/qwen35_2b_cap_sensitivity_640/q_0020/sample_02/hidden.npy,artifacts/qwen35_2b_cap_sensitivity_640/q_0020/sample_02/logits_summary.npz,
q_0020,19,gsm8k_000019,sample_04,1099,ok,max_new_tokens,False,384,True,eos_token,480,253,6,6,True,40.77,artifacts/qwen35_2b_cap_sensitivity_640/q_0020/sample_04/hidden.npy,artifacts/qwen35_2b_cap_sensitivity_640/q_0020/sample_04/logits_summary.npz,
q_0020,19,gsm8k_000019,sample_05,5100,ok,max_new_tokens,False,384,True,eos_token,369,222,6,6,True,31.12,artifacts/qwen35_2b_cap_sensitivity_640/q_0020/sample_05/hidden.npy,artifacts/qwen35_2b_cap_sensitivity_640/q_0020/sample_05/logits_summary.npz,
q_0020,19,gsm8k_000019,sample_06,5101,ok,max_new_tokens,False,384,False,max_new_tokens,640,443,0,6,True,53.896,artifacts/qwen35_2b_cap_sensitivity_640/q_0020/sample_06/hidden.npy,artifacts/qwen35_2b_cap_sensitivity_640/q_0020/sample_06/logits_summary.npz,
q_0020,19,gsm8k_000019,sample_07,5102,ok,max_new_tokens,True,384,False,eos_token,534,275,2,6,True,44.962,artifacts/qwen35_2b_cap_sensitivity_640/q_0020/sample_07/hidden.npy,artifacts/qwen35_2b_cap_sensitivity_640/q_0020/sample_07/logits_summary.npz,
q_0020,19,gsm8k_000019,sample_08,5103,ok,max_new_tokens,True,384,True,max_new_tokens,640,373,6,6,True,53.533,artifacts/qwen35_2b_cap_sensitivity_640/q_0020/sample_08/hidden.npy,artifacts/qwen35_2b_cap_sensitivity_640/q_0020/sample_08/logits_summary.npz,
q_0020,19,gsm8k_000019,sample_09,5104,ok,max_new_tokens,True,384,True,eos_token,445,255,6,6,True,37.67,artifacts/qwen35_2b_cap_sensitivity_640/q_0020/sample_09/hidden.npy,artifacts/qwen35_2b_cap_sensitivity_640/q_0020/sample_09/logits_summary.npz,
